12,ATOIND,DECORADA 1 LT,ATOIND,ATOMIZADOR INDUSTRIAL,,20,108,0,0,9.5,9.1,9.1,,,,0,,30,100,0,1.99,27.5,37.14,2,5.99,26.8,18.19,6,11.99,21.5,13.33,12,100000,21.5,0,0,0,21.5,0,0,0,27.5,0,0,0,21.5,0,0,0,21.5,0,0,0,18.9,37.14,0,0,,ATO,PLASTICOS,ATOMIZADORES,,IVA,False,False,False,25
606,ATOLYS,,ATOLYS,SANITIZANTE LYSOL CON ATOMIZADOR 1 LT,,0,49,0,0,15.5,0,0,,,,0,,29,100,0,1.99,29,99,2,5.99,29,98,6,19.99,29,97,20,100000,29,96,0,0,29,95,0,0,29,94,0,0,29,93,0,0,29,92,0,0,23.8,91,0,0,,MN,QUIMICOS,QUIMICOS,,IVA,True,False,False,6
13,ATOMED,DECORADA DE 1/2,ATOMED,ATOMIZADOR MEDIANO,,20,108,0,0,5.6,5.4,5.4,,,,0,,20,182.97,0,1.99,17.5,72.38,2,5.99,16.43,48.56,6,11.99,15.65,27.33,12,100000,15.65,0,0,0,15.65,0,0,0,17.5,0,0,0,15.65,0,0,0,15.65,0,0,0,12.3,72.38,0,0,,ATO,PLASTICOS,ATOMIZADORES,,IVA,False,False,False,50
614,ATOPIS,PISTOLA ALIEN BLANCA,ATOPIS,ATOMIZADOR PISTOLA,,0,,0,0,2.5,2.5,2.5,,,,0,,6,100,0,1.99,6,99,2,5.99,5.68,70,6,11.99,5.68,10,12,100000,5.68,96,0,0,5.68,95,0,0,6,94,0,0,5.68,93,0,0,5.68,92,0,0,5.53,91,0,0,,ATO,PLASTICOS,ATOMIZADORES,,IVA,False,False,False,10
366,ATOPROM,,ATOPROM,ATOMIZADOR PROMOCION,,0,108,0,50,7,11,11,,,,0,,25,100,0,1.99,22.5,99,2,5.99,21.1,98,6,11.99,19.9,97,12,100000,18.77,96,0,0,18.77,95,0,0,22.5,94,0,0,18.77,93,0,0,18.77,92,0,0,16.99,99,0,0,,,,,,IVA,False,False,False,25
556,ATOTIG,MINITAGER,ATOTIG,ATOMIZADOR TIGER,,0,108,0,35,6.7,6.7,6.7,,,,0,,20,100,0,1.99,17.5,99,2,5.99,16.43,98,6,11.99,15.1,97,12,100000,14.65,96,0,0,14.65,95,0,0,17.5,0,0,0,14.65,93,0,0,14.65,92,0,0,12.3,99,0,0,,ATO,PLASTICOS,ATOMIZADORES,,IVA,False,False,False,25
14,BASMAD,,BASMAD,BASTON DE MADERA,,0,72,0,0,9,3.13,3.13,,,,0,,14,122.22,0,1.99,14,16,2,5.99,13.5,0,6,11.99,13,0,12,100000,12.8,0,0,0,12.8,0,0,0,14,0,0,0,12.8,0,0,0,12.8,0,0,0,9.8,16,0,0,,BAS,ESCOBAS,JARCIERIA,,IVA,False,False,False,50
557,BOLCH2,,BOLCH2,1 PQT.  DE 50X70,,0,56,0,0,25,25,25,,,,0,,38,100,0,1.99,38,99,2,5.99,37.36,98,6,11.99,36.9,97,12,23.99,33,96,25,10000,33,95,0,0,38,3,0,0,33,33,0,0,33,33,0,0,32.5,91,0,0,,BOL,PLASTICOS,BOLSA,,IVA,False,False,False,25
16,BOLCHP,,BOLCHP,BOLSA PARA BASURA PIEZA,,45,,0,0,1,0.6,0,,,,0,,4,566.66,1,3,3.75,286.66,4,24,3.5,233.33,0,0,3,61.66,0,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,286.66,0,0,,BOL,PLASTICOS,BOLSA,,IVA,True,False,False,
381,BOLECO,,BOLECO,BOLSA ECOLOGICA,,0,108,0,0,6.5,6.5,6.5,,,,0,,15,100,0,1.99,12.5,99,2,5.99,10,98,6,11.99,8.98,97,12,100000,10,96,0,0,10,95,0,0,10,94,0,0,10,93,0,0,10,92,0,0,8.45,99,0,0,,,,,,IVA,False,False,False,12
